,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
train_g,1.2970815896987915,1.27016282081604,1.2602386474609375,1.2596254348754883,1.2592829465866089,1.2578577995300293,1.2570974826812744,1.2572662830352783,1.257417917251587,1.2569056749343872,1.2557094097137451,1.254317045211792,1.2531230449676514,1.2520999908447266,1.2514171600341797,1.2512284517288208,1.2516263723373413,1.2520124912261963,1.2515137195587158,1.2497735023498535,1.2468843460083008,1.242497444152832,1.2360560894012451,1.2266771793365479,1.2132539749145508,1.1949245929718018,1.1710724830627441,1.1408063173294067,1.1036388874053955,1.0597708225250244,1.010457992553711,0.9571200013160706,0.8998388648033142,0.842303991317749,0.7911242842674255,0.7532579898834229,0.7306094169616699,0.7150166034698486,0.6975476741790771,0.6742070913314819,0.6439704895019531,0.6127840280532837,0.5874491930007935,0.575154185295105,0.5724961161613464,0.5740578174591064,0.57349693775177,0.5699731111526489,0.5625545978546143,0.5547317862510681,0.5491311550140381,0.5471083521842957,0.5457903742790222,0.5452190637588501,0.545060396194458,0.54649418592453
train_d,0.2500040531158447,0.2500080466270447,0.24999457597732544,0.24998240172863007,0.24997296929359436,0.24995671212673187,0.2499309778213501,0.24989739060401917,0.24985340237617493,0.24978984892368317,0.24970309436321259,0.24958550930023193,0.24942544102668762,0.24921980500221252,0.24894744157791138,0.24858903884887695,0.2481250911951065,0.24755045771598816,0.2469204068183899,0.24599821865558624,0.24486666917800903,0.24355792999267578,0.2420060932636261,0.2401704639196396,0.23801440000534058,0.2355618178844452,0.23287850618362427,0.23001272976398468,0.22698795795440674,0.22400128841400146,0.22142839431762695,0.21997585892677307,0.22096370160579681,0.22562125325202942,0.23494696617126465,0.24800844490528107,0.26140299439430237,0.2731223404407501,0.28279685974121094,0.2908572256565094,0.29735684394836426,0.30206581950187683,0.30533093214035034,0.30737438797950745,0.3081733286380768,0.30749911069869995,0.3058704435825348,0.30317142605781555,0.29978811740875244,0.2965494990348816,0.2936347424983978,0.2909308671951294,0.2880087196826935,0.28489431738853455,0.28151366114616394,0.27799516916275024
