,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
train_g,0.4810505211353302,0.4488273561000824,0.4438420832157135,0.444021612405777,0.4443826675415039,0.44481539726257324,0.44511082768440247,0.4442123472690582,0.4423137605190277,0.440377801656723,0.43896570801734924,0.4378839135169983,0.43738672137260437,0.4376375675201416,0.43847858905792236,0.43944182991981506,0.4404119849205017,0.4414961338043213,0.44261634349823,0.4435397982597351,0.4441310167312622,0.4449766278266907,0.4459540843963623,0.4469400942325592,0.4480384290218353
train_d,0.25000476837158203,0.2500079870223999,0.2499946802854538,0.24998179078102112,0.24997404217720032,0.2499598264694214,0.2499324232339859,0.2498946636915207,0.24984511733055115,0.24978020787239075,0.24969102442264557,0.24956272542476654,0.24938173592090607,0.24913865327835083,0.2488146722316742,0.24839186668395996,0.24793563783168793,0.24736645817756653,0.2466564178466797,0.24592699110507965,0.24492299556732178,0.24360397458076477,0.24201121926307678,0.24012988805770874,0.237909734249115
