,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
train_g,1.1157259941101074,1.0836830139160156,1.078262448310852,1.0751574039459229,1.0748744010925293,1.076593279838562,1.078314185142517,1.0779224634170532,1.0759679079055786,1.073674201965332,1.0718467235565186,1.0707570314407349,1.0702015161514282,1.0704517364501953,1.07053542137146,1.070414423942566,1.069773554801941,1.06825590133667,1.0655229091644287,1.0614087581634521,1.054853081703186,1.0437923669815063,1.025700569152832,0.999306321144104,0.9626138806343079,0.9139695763587952,0.8562886714935303,0.7926499247550964,0.7278844118118286,0.678917646408081,0.647100567817688,0.6430389881134033
train_d,0.250003844499588,0.24999819695949554,0.2499932497739792,0.24998341500759125,0.24997571110725403,0.2499677687883377,0.2499563843011856,0.24994060397148132,0.24992041289806366,0.24989575147628784,0.24986565113067627,0.2498273402452469,0.2497769594192505,0.24971342086791992,0.24963733553886414,0.24954774975776672,0.24944663047790527,0.2493336945772171,0.2491910308599472,0.24902105331420898,0.24882619082927704,0.24860313534736633,0.2483469545841217,0.24806813895702362,0.24776944518089294,0.24746090173721313,0.2471705824136734,0.24701406061649323,0.24706920981407166,0.24728617072105408,0.24724140763282776,0.24725429713726044
