date,disc_score,is_abnormal
2024-01-02,0.5270156860351562,0
2024-01-03,0.5288047790527344,0
2024-01-04,0.5281104445457458,0
2024-01-05,0.5273013710975647,0
2024-01-08,0.5043578743934631,1
2024-01-09,0.5103815197944641,0
2024-01-10,0.5147024393081665,0
2024-01-11,0.4960925281047821,1
2024-01-12,0.5226693749427795,0
2024-01-15,0.5248108506202698,0
2024-01-16,0.5311505198478699,0
2024-01-17,0.5255814790725708,0
2024-01-18,0.5150039792060852,0
2024-01-19,0.5105224251747131,0
2024-01-22,0.5281299352645874,0
2024-01-23,0.514070987701416,0
2024-01-24,0.5263038277626038,0
2024-01-25,0.5128985047340393,0
2024-01-26,0.5042527318000793,1
2024-01-29,0.5212573409080505,0
2024-01-30,0.5117469429969788,0
2024-01-31,0.529727578163147,0
2024-02-01,0.5217766761779785,0
2024-02-02,0.5146399140357971,0
2024-02-15,0.527539074420929,0
2024-02-16,0.5306894183158875,0
2024-02-19,0.4907740354537964,1
2024-02-20,0.5288333296775818,0
2024-02-21,0.5212095975875854,0
2024-02-22,0.5010643005371094,1
2024-02-23,0.5241003036499023,0
2024-02-26,0.509689211845398,0
2024-02-27,0.513964056968689,0
2024-02-29,0.4832276701927185,1
2024-03-01,0.5324768424034119,0
2024-03-04,0.5027497410774231,1
2024-03-05,0.5113529562950134,0
2024-03-06,0.49015793204307556,1
2024-03-07,0.5151743292808533,0
2024-03-08,0.5213618278503418,0
2024-03-11,0.529924750328064,0
2024-03-12,0.5138537287712097,0
2024-03-13,0.5271849036216736,0
2024-03-14,0.5160248279571533,0
2024-03-15,0.5316223502159119,0
2024-03-18,0.488703191280365,1
2024-03-19,0.4991665780544281,1
2024-03-20,0.534341037273407,0
2024-03-21,0.4988812804222107,1
2024-03-22,0.5203320384025574,0
2024-03-25,0.5219214558601379,0
2024-03-26,0.49456852674484253,1
2024-03-27,0.5057281851768494,1
2024-03-28,0.5315790772438049,0
2024-03-29,0.4880541265010834,1
